Date,Open,High,Low,Close,Adj Close,Volume
2015-06-11,32.630001,33.599998,32.369999,33.410000,33.410000,2098300
2015-06-12,33.259998,33.650002,32.750000,32.779999,32.779999,1388000
2015-06-15,32.200001,33.500000,31.870001,33.180000,33.180000,1483700
2015-06-16,32.900002,33.320000,32.630001,32.720001,32.720001,1176500
2015-06-17,32.750000,33.490002,32.750000,33.240002,33.240002,1355600
2015-06-18,33.220001,33.310001,32.849998,33.200001,33.200001,1434200
2015-06-19,33.139999,33.430000,32.060001,32.310001,32.310001,2370700
2015-06-22,32.500000,32.590000,31.770000,32.029999,32.029999,1504000
2015-06-23,31.980000,32.939999,31.860001,32.860001,32.860001,1109700
2015-06-24,32.689999,32.730000,32.009998,32.360001,32.360001,1527800
2015-06-25,32.570000,32.570000,32.110001,32.139999,32.139999,1017600
2015-06-26,32.000000,32.070000,29.600000,29.750000,29.750000,4184100
2015-06-29,28.240000,30.120001,27.600000,28.250000,28.250000,3466200
2015-06-30,28.610001,29.469999,28.170000,28.600000,28.600000,1974700
2015-07-01,29.129999,29.299999,27.200001,27.250000,27.250000,2991500
2015-07-02,27.280001,27.799999,26.610001,27.400000,27.400000,2230200
2015-07-06,26.250000,26.690001,25.500000,25.840000,25.840000,2805300
2015-07-07,25.730000,26.559999,24.230000,26.260000,26.260000,3902700
2015-07-08,24.950001,25.900000,24.270000,24.570000,24.570000,2892000
2015-07-09,25.750000,26.530001,25.510000,25.639999,25.639999,3128500
2015-07-10,26.559999,26.860001,25.500000,25.830000,25.830000,2040500
2015-07-13,26.450001,26.799999,26.059999,26.440001,26.440001,2115300
2015-07-14,26.370001,27.379999,26.370001,26.639999,26.639999,1751700
2015-07-15,26.570000,27.090000,26.010000,26.230000,26.230000,1539900
2015-07-16,26.490000,26.900000,26.350000,26.860001,26.860001,1345100
2015-07-17,26.920000,27.059999,26.490000,26.549999,26.549999,1287600
2015-07-20,26.809999,27.209999,26.250000,26.360001,26.360001,1523200
2015-07-21,26.469999,26.530001,25.790001,26.139999,26.139999,1627400
2015-07-22,25.990000,25.990000,25.180000,25.840000,25.840000,1483500
2015-07-23,25.790001,26.500000,25.480000,25.670000,25.670000,1668700
2015-07-24,25.680000,25.750000,25.020000,25.250000,25.250000,1631300
2015-07-27,24.700001,25.389999,23.650000,24.790001,24.790001,1808000
2015-07-28,24.870001,26.090000,24.570000,25.740000,25.740000,1657400
2015-07-29,25.750000,27.389999,25.430000,27.209999,27.209999,2021800
2015-07-30,27.260000,27.600000,26.510000,26.770000,26.770000,1768900
2015-07-31,26.730000,27.480000,26.500000,26.860001,26.860001,1266500
2015-08-03,26.750000,26.940001,24.600000,24.750000,24.750000,3715700
2015-08-04,25.010000,25.030001,23.889999,24.570000,24.570000,2478500
2015-08-05,25.559999,27.209999,25.410000,26.549999,26.549999,3012400
2015-08-06,26.770000,26.889999,25.160000,25.730000,25.730000,2354200
2015-08-07,25.690001,25.930000,24.690001,25.049999,25.049999,1687700
2015-08-10,25.340000,26.010000,25.129999,25.950001,25.950001,1227700
2015-08-11,25.830000,25.900000,24.520000,24.870001,24.870001,1792400
2015-08-12,24.379999,24.740000,23.260000,24.290001,24.290001,3076500
2015-08-13,24.450001,25.070000,24.350000,24.549999,24.549999,1674300
2015-08-14,24.680000,25.540001,24.570000,24.740000,24.740000,1670000
2015-08-17,24.760000,24.990000,23.730000,24.230000,24.230000,3192600
2015-08-18,24.530001,25.000000,23.670000,24.690001,24.690001,3162200
2015-08-19,21.450001,21.629999,19.540001,20.200001,20.200001,15156100
2015-08-20,19.969999,19.990000,18.540001,18.780001,18.780001,4807900
2015-08-21,18.129999,18.830000,17.360001,17.400000,17.400000,5265700
2015-08-24,14.510000,17.559999,14.160000,16.280001,16.280001,4525400
2015-08-25,18.150000,18.590000,16.740000,17.110001,17.110001,4767800
2015-08-26,17.500000,17.690001,16.330000,17.200001,17.200001,4075400
2015-08-27,17.950001,18.240000,17.379999,18.230000,18.230000,2969200
2015-08-28,18.110001,19.320000,18.000000,18.830000,18.830000,2598300
2015-08-31,18.510000,19.330000,18.430000,18.719999,18.719999,1790300
2015-09-01,18.100000,18.650000,17.870001,18.010000,18.010000,2005900
2015-09-02,18.309999,18.430000,17.700001,18.420000,18.420000,1426800
2015-09-03,18.580000,19.250000,18.250000,18.590000,18.590000,1492100
2015-09-04,18.389999,18.799999,18.080000,18.320000,18.320000,1185400
2015-09-08,18.559999,19.209999,18.500000,18.860001,18.860001,1608000
2015-09-09,19.360001,19.850000,18.870001,19.180000,19.180000,2186300
2015-09-10,19.160000,19.770000,19.080000,19.370001,19.370001,1407500
2015-09-11,19.170000,19.459999,18.690001,18.959999,18.959999,1315500
2015-09-14,18.920000,19.030001,18.510000,18.719999,18.719999,1312500
2015-09-15,18.590000,19.200001,18.520000,19.129999,19.129999,1491500
2015-09-16,19.209999,19.990000,19.209999,19.709999,19.709999,1473000
2015-09-17,19.629999,20.940001,19.559999,20.500000,20.500000,2328200
2015-09-18,19.680000,19.990000,19.059999,19.080000,19.080000,2543200
2015-09-21,19.270000,19.540001,18.830000,19.040001,19.040001,1269500
2015-09-22,18.580000,18.770000,18.160000,18.209999,18.209999,1559000
2015-09-23,18.180000,18.379999,17.070000,17.160000,17.160000,1750600
2015-09-24,17.049999,17.430000,16.150000,17.180000,17.180000,2422200
2015-09-25,17.510000,17.950001,16.860001,17.030001,17.030001,1589200
2015-09-28,16.959999,17.000000,15.500000,15.720000,15.720000,3019200
2015-09-29,15.850000,16.330000,15.600000,15.860000,15.860000,2312500
2015-09-30,16.190001,16.719999,16.120001,16.620001,16.620001,1605000
2015-10-01,16.730000,17.000000,16.049999,16.670000,16.670000,1697600
2015-10-02,16.480000,18.990000,16.270000,18.770000,18.770000,3476000
2015-10-05,18.990000,19.799999,18.410000,19.540001,19.540001,2888100
2015-10-06,19.530001,20.490000,18.959999,19.420000,19.420000,2590900
2015-10-07,19.879999,20.969999,19.580000,20.309999,20.309999,2282400
2015-10-08,20.110001,20.730000,19.620001,20.600000,20.600000,2043100
2015-10-09,20.799999,21.240000,20.299999,21.120001,21.120001,1990100
2015-10-12,21.420000,21.450001,20.219999,20.639999,20.639999,1871500
2015-10-13,20.290001,21.150000,20.059999,20.590000,20.590000,1064900
2015-10-14,20.709999,21.430000,20.660000,21.129999,21.129999,1638200
2015-10-15,21.330000,21.980000,21.049999,21.600000,21.600000,2354300
2015-10-16,21.520000,21.750000,21.150000,21.700001,21.700001,1317600
2015-10-19,21.430000,22.440001,21.200001,21.740000,21.740000,1710400
2015-10-20,21.740000,22.299999,21.350000,21.650000,21.650000,1240000
2015-10-21,21.730000,21.900000,20.700001,20.730000,20.730000,1374200
2015-10-22,20.900000,21.570000,20.740000,21.020000,21.020000,2188300
2015-10-23,21.200001,21.250000,20.260000,20.680000,20.680000,1967300
2015-10-26,22.000000,22.750000,21.530001,21.660000,21.660000,4055900
2015-10-27,21.490000,21.610001,20.469999,20.650000,20.650000,1958200
2015-10-28,20.680000,21.799999,20.570000,21.670000,21.670000,1471600
2015-10-29,21.790001,22.070000,21.270000,21.440001,21.440001,1200500
2015-10-30,21.150000,21.900000,20.490000,21.830000,21.830000,2047400
2015-11-02,21.830000,22.840000,21.520000,22.650000,22.650000,1876800
2015-11-03,22.719999,23.700001,22.580000,23.230000,23.230000,1962100
2015-11-04,23.730000,24.000000,22.549999,23.250000,23.250000,2013900
2015-11-05,23.150000,23.410000,22.510000,22.850000,22.850000,1384100
2015-11-06,22.840000,23.650000,22.629999,23.570000,23.570000,1539900
2015-11-09,23.639999,23.959999,22.830000,23.030001,23.030001,2443200
2015-11-10,24.799999,24.879999,20.809999,22.250000,22.250000,12044800
2015-11-11,22.469999,23.290001,21.730000,22.830000,22.830000,3335700
2015-11-12,22.070000,23.120001,21.700001,21.879999,21.879999,2723100
2015-11-13,21.600000,22.240000,21.209999,21.309999,21.309999,2207800
2015-11-16,21.150000,21.629999,20.530001,21.540001,21.540001,2777400
2015-11-17,22.040001,22.040001,20.090000,20.209999,20.209999,3386100
2015-11-18,20.219999,21.280001,20.219999,21.180000,21.180000,2555000
2015-11-19,20.980000,21.150000,20.400000,20.570000,20.570000,2005800
2015-11-20,20.860001,21.040001,20.500000,20.900000,20.900000,2013600
2015-11-23,20.670000,21.389999,20.549999,21.129999,21.129999,1500800
2015-11-24,21.020000,21.950001,20.850000,21.850000,21.850000,1703900
2015-11-25,21.900000,22.620001,21.690001,22.309999,22.309999,2000200
2015-11-27,22.100000,22.540001,21.870001,22.500000,22.500000,871200
2015-11-30,22.549999,23.240000,22.510000,23.030001,23.030001,1652800
2015-12-01,23.250000,23.660000,23.030001,23.459999,23.459999,2114700
2015-12-02,23.389999,24.040001,23.299999,23.879999,23.879999,3132200
2015-12-03,23.990000,24.980000,23.809999,24.150000,24.150000,2326500
2015-12-04,24.280001,24.670000,23.290001,24.600000,24.600000,2637200
2015-12-07,24.459999,24.780001,23.940001,24.160000,24.160000,1670000
2015-12-08,23.530001,24.180000,22.910000,24.100000,24.100000,1415200
2015-12-09,24.080000,24.830000,23.510000,23.620001,23.620001,1832800
2015-12-10,23.080000,24.330000,22.540001,24.190001,24.190001,2020100
2015-12-11,23.559999,24.110001,23.299999,23.459999,23.459999,1362200
2015-12-14,23.850000,24.879999,23.309999,24.639999,24.639999,2468700
2015-12-15,25.000000,25.969999,24.660000,25.400000,25.400000,3062600
2015-12-16,27.000000,29.500000,26.290001,27.280001,27.280001,7435700
2015-12-17,27.870001,27.879999,26.290001,26.559999,26.559999,2827400
2015-12-18,26.270000,27.600000,26.059999,27.070000,27.070000,3255900
2015-12-21,27.600000,28.650000,27.110001,28.500000,28.500000,2720700
2015-12-22,28.280001,28.280001,27.260000,27.920000,27.920000,2324400
2015-12-23,28.070000,29.129999,28.010000,28.930000,28.930000,1992700
2015-12-24,28.969999,29.830000,28.860001,29.330000,29.330000,1282900
2015-12-28,29.100000,29.590000,28.580000,29.270000,29.270000,1438000
2015-12-29,29.400000,29.620001,28.059999,28.940001,28.940001,1756100
2015-12-30,28.549999,29.129999,28.230000,28.639999,28.639999,1617900
2015-12-31,28.500000,29.059999,28.350000,28.959999,28.959999,1303300
2016-01-04,27.790001,28.110001,27.309999,27.980000,27.980000,2740000
2016-01-05,28.459999,28.799999,27.240000,27.500000,27.500000,2006400
2016-01-06,26.770000,27.559999,26.629999,27.280001,27.280001,2246000
2016-01-07,25.920000,26.070000,22.809999,22.990000,22.990000,4681100
2016-01-08,24.440001,24.500000,23.410000,23.500000,23.500000,1885900
2016-01-11,23.730000,23.809999,21.860001,22.360001,22.360001,2687800
2016-01-12,22.650000,23.100000,21.040001,21.719999,21.719999,3296800
2016-01-13,22.120001,22.580000,20.320000,20.629999,20.629999,2746000
2016-01-14,20.469999,20.590000,18.840000,20.280001,20.280001,3295500
2016-01-15,18.969999,19.320000,17.870001,18.790001,18.790001,3185200
2016-01-19,19.799999,20.200001,18.590000,18.740000,18.740000,3583800
2016-01-20,17.790001,18.450001,16.809999,18.110001,18.110001,3655600
2016-01-21,18.040001,19.700001,18.040001,19.030001,19.030001,2690900
2016-01-22,20.160000,20.750000,19.520000,19.959999,19.959999,3036400
2016-01-25,19.670000,20.370001,19.370001,19.389999,19.389999,1874500
2016-01-26,19.559999,20.309999,19.209999,20.160000,20.160000,1923900
2016-01-27,20.100000,20.719999,19.639999,19.870001,19.870001,2498300
2016-01-28,20.389999,20.750000,19.170000,19.379999,19.379999,1989600
2016-01-29,19.450001,20.230000,19.320000,20.170000,20.170000,1612400
2016-02-01,20.180000,20.469999,19.670000,20.410000,20.410000,1585900
2016-02-02,20.020000,20.190001,19.150000,19.459999,19.459999,1558300
2016-02-03,19.690001,19.889999,18.410000,19.190001,19.190001,2279600
2016-02-04,19.260000,20.410000,19.020000,20.120001,20.120001,2056600
2016-02-05,20.000000,20.139999,19.309999,19.440001,19.440001,1940200
2016-02-08,19.030001,19.160000,18.049999,18.370001,18.370001,2191600
2016-02-09,17.950001,18.330000,17.209999,17.770000,17.770000,2564400
2016-02-10,17.160000,17.940001,17.010000,17.389999,17.389999,2571200
2016-02-11,16.709999,17.200001,15.620000,15.800000,15.800000,3637100
2016-02-12,16.250000,16.760000,15.790000,16.389999,16.389999,2275100
2016-02-16,18.170000,19.480000,18.059999,19.290001,19.290001,4630200
2016-02-17,19.670000,19.990000,19.129999,19.240000,19.240000,3035500
2016-02-18,19.680000,19.760000,18.990000,19.410000,19.410000,1853300
2016-02-19,19.260000,19.990000,19.080000,19.780001,19.780001,2035700
2016-02-22,20.200001,21.100000,20.190001,21.000000,21.000000,2239500
2016-02-23,20.990000,21.049999,20.180000,20.420000,20.420000,1473700
2016-02-24,20.000000,21.889999,19.510000,21.809999,21.809999,2720100
2016-02-25,21.559999,21.750000,20.879999,21.580000,21.580000,2084800
2016-02-26,22.139999,23.150000,22.049999,22.379999,22.379999,2528000
2016-02-29,22.330000,22.920000,22.100000,22.770000,22.770000,1923000
2016-03-01,23.270000,23.280001,22.440001,22.799999,22.799999,1794100
2016-03-02,22.860001,23.559999,22.670000,23.480000,23.480000,2335800
2016-03-03,23.379999,23.540001,21.610001,22.540001,22.540001,4140100
2016-03-04,22.940001,23.170000,22.080000,22.540001,22.540001,2665000
2016-03-07,22.540001,23.040001,22.350000,22.730000,22.730000,1734700
2016-03-08,22.620001,22.690001,21.129999,21.360001,21.360001,2520200
2016-03-09,21.940001,22.000000,20.879999,21.760000,21.760000,2701900
2016-03-10,20.020000,20.750000,18.549999,18.889999,18.889999,11426900
2016-03-11,19.270000,19.959999,18.799999,19.850000,19.850000,3415200
2016-03-14,19.500000,20.040001,19.180000,19.600000,19.600000,1767200
2016-03-15,19.379999,19.799999,19.200001,19.760000,19.760000,2125000
2016-03-16,19.760000,20.420000,19.559999,20.110001,20.110001,2037600
2016-03-17,19.969999,21.410000,19.770000,20.969999,20.969999,3031300
2016-03-18,21.299999,21.350000,20.459999,20.540001,20.540001,1743900
2016-03-21,20.440001,20.600000,19.900000,20.129999,20.129999,1473200
2016-03-22,19.879999,20.049999,19.510000,19.830000,19.830000,1543600
2016-03-23,19.770000,19.920000,18.750000,18.760000,18.760000,2254400
2016-03-24,18.360001,18.930000,17.950001,18.850000,18.850000,1473300
2016-03-28,18.879999,18.900000,18.320000,18.629999,18.629999,1041800
2016-03-29,18.440001,19.290001,18.200001,19.270000,19.270000,1597500
2016-03-30,19.410000,19.920000,19.200001,19.410000,19.410000,1490600
2016-03-31,19.370001,19.600000,19.190001,19.280001,19.280001,1050300
2016-04-01,19.040001,19.180000,18.750000,19.010000,19.010000,1046200
2016-04-04,19.110001,19.320000,17.920000,17.990000,17.990000,2910300
2016-04-05,17.639999,18.410000,17.549999,17.980000,17.980000,2312100
2016-04-06,17.969999,18.290001,17.510000,17.830000,17.830000,2584300
2016-04-07,17.680000,17.889999,17.020000,17.320000,17.320000,2377800
2016-04-08,17.590000,17.740000,17.190001,17.320000,17.320000,1485600
